名前,所用金額,満足度,満腹度,必要時間,カテゴリー,詳細
うどん,80,5,5,5,home,
にらたま,150,6,3,10,home
宅飲みセット,300,4,7,0,home,topvalueのお酒(86)とセブンのイカ系おつまみ二つ
てんや天丼,500,7,7,0,eating_out
日高屋チャーハン,460,6,7,0,eating_out
日高屋汁なし,570,6,8,0,eating_out
